"","SN","subjectkey","ads_printed","ads_vehicle","ads_socialmedia","ads_internet","ads_television","ads_publicplace","ads_email","ads_SMS","ads_newsarticle","ads_scratch","ads_onlinegamble","ads_promotion","ads_freegames","ads_bonuses","ads_playerbenefit","freq_Lotto","freq_OthLotA","freq_OthLotB","freq_Scratch","freq_VSbet","freq_VHorse","freq_Casino","freq_Slots","freq_Table","freq_PVei","freq_OVei","freq_FHorse","freq_Private","freq_Cruise","freq_PPaf","freq_OPaf","freq_PFor","freq_OFor","freq_Other","r_excitement_fun","r_win_money","r_escape_distract","r_socialize","r_worthy_causes","r_feel_good","r_other_reason","r_cannot_say","felt_gamble_a_problem","felt_gamble_a_problem_frq","k_effect_of_chance","k_probability_of_winning","k_warning_signs_PG","k_means_for_controlling","k_health_financial_effects_PG","k_support_when_lost_control","k_addictive_game_type","a_Overview_account_activity","a_Setting_a_spending_limit","a_Providing_information_pg","a_Tests_recognising_pg","a_Electronic_authentication","a_Restrictions_time_Ofday","a_Self_imposed_limitation","a_Self_imposed_ban","a_Shut_internet_account","a_Conditional_self_exclusion","a_Unconditional_self_exclusion","a_Gambling_diary","a_Not_credit_card","a_Advice_croupier","a_Prevention_croupier","a_Info_after_restriction","u_Overview_account_activity","u_Setting_a_spending_limit","u_Providing_information_pg","u_Tests_recognising_pg","u_Electronic_authentication","u_Restrictions_time_Ofday","u_Self_imposed_limitation","u_Self_imposed_ban","u_Shut_internet_account","u_Conditional_self_exclusion","u_Unconditional_self_exclusion","u_Gambling_diary","u_Not_credit_card","u_Advice_croupier","u_Prevention_croupier","u_Info_after_restriction","spent_per_w","spent_per_m","spent_the_y","socioEnv_alone","socioEnv_acquaintances","socioEnv_strangers","PPGM_1a","PPGM_1b","PPGM_2","PPGM_3a","PPGM_3b","PPGM_4","PPGM_5a","PPGM_5b","PPGM_6","PPGM_7","PPGM_8","PPGM_9","PPGM_10a","PPGM_10b","PPGM_11","PPGM_12","PPGM_13","PPGM_14","hf_reduction_Available_money","hf_reduction_Saving","hf_reduction_recreation_expenses","hf_Increased_credit_card_debt","hf_Sold_personal_items","hf_reduction_essential_expenses","hf_reduction_beneficial_expenses","hf_late_bill_payments","hf_additional_employment","hf_need_welfare_organizations","hf_need_temporary_accommodation","hf_Loss_assets","hf_Loss_utility_supply","hf_Bankruptcy","hw_Reduced_performance","hw_Was_late","hw_Used_job_time_gamble","hw_Used_job_resources_gamble","hw_Was_absent","hw_Conflict_colleagues","hw_Lack_progression","hw_Excluded_from_study","hw_Hindered_job_seeking","hw_Lost_job","hh_Reduced_physical_activity","hh_eat_less","hh_eat_much","hh_less_time_for_sleep","hh_Neglected_hygiene_self_care","hh_Neglected_medical_needs","hh_Increased_tobacco","hh_Increased_alcohol","hh_loss_sleep_stress","hh_Increased_depression","hh_Unhygienic_living","hh_Increased_health_services","hh_Required_emergency_treatment","hh_self_harm","hh_Attempted_suicide","hh_Stress_related_health_problems","he_distressed","he_ashamed","he_regrets","he_Felt_like_a_failure","he_insecure","he_worthless","he_hopeless","he_angry","he_extreme_distress","he_thoughts_escape","hr_less_close_time","hr_Neglected_responsibilities","hr_Felt_belittled","hr_less_social_time","hr_greater_relation_tension","hr_less_enjoyment_SigOther","hr_greater_relation_conflict","hr_Social_isolation","hr_Threat_separation","hr_Actual_separation","ho_children_unsupervised","ho_Arrested_unsafe_driving","ho_shamed_family_name","ho_violence","ho_Petty_theft_dishonesty","ho_children_neglected","ho_less_connected_community","ho_outcast_community","ho_Reduced_contribution_community","ho_crime","ho_fake_promise_payback","ho_steal_ownhome","other_gamble_toomuch","other_gamble_spouse","other_gamble_child","other_gamble_friend","affectme_emoStrain","affectme_health","affectme_relatMarrige","affectme_relatFriendship","affectme_loseHome","affectme_debt","affectme_kids","affectme_ClosePersons","affectme_emoAbuse","affectme_physiViolence","affectme_victimOfCrime","affectme_workStudy","affectme_otherWays","affectme_noAffect","demog_education","demog_income","demog_employment","demog_gender","demog_age_group","DatasetC"
"565",3384,565,2,2,2,3,3,2,1,1,1,3,2,1,1,1,1,2,7,1,5,6,6,7,7,7,7,7,6,7,7,7,7,7,7,7,1,1,0,0,0,0,0,0,NA,2,3,4,5,5,5,4,5,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4," "," ","4200",3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,NA,0,1,9,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,0,NA,0,0,NA,NA,NA,0,NA,0,NA,0,0,NA,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,7,NA,NA,"Finnish Gambling Harms Survey 2017"
"566",3384,566,2,2,1,1,3,3,1,1,2,2,2,1,1,1,1,6,7,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," "," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,0,NA,0,0,NA,NA,NA,0,NA,0,NA,0,0,NA,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,NA,7,NA,NA,"Finnish Gambling Harms Survey 2017"
"567",3384,567,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,5,7,6,7,7,7,7,5,7,7,7,7,7,7,7,7,7,7,7,1,1,0,0,0,0,0,0,NA,1,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4," ","30"," ",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,0,NA,0,0,NA,NA,NA,0,NA,0,NA,0,0,NA,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA,4,NA,NA,"Finnish Gambling Harms Survey 2017"
"568",3384,568,9,9,9,9,9,9,9,1,2,9,9,1,1,9,9,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," "," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,0,NA,0,0,NA,NA,NA,0,NA,0,NA,0,0,NA,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,NA,1,NA,NA,"Finnish Gambling Harms Survey 2017"
"569",3384,569,2,3,3,NA,2,2,2,3,3,2,2,2,2,4,4,6,6,6,NA,6,7,7,7,7,7,7,7,6,7,7,7,7,7,7,0,1,0,0,1,0,0,0,NA,1,3,3,5,5,5,4,4,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3," "," ","100",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,0,NA,0,0,NA,NA,NA,0,NA,0,NA,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,NA,7,NA,NA,"Finnish Gambling Harms Survey 2017"
"570",3384,570,2,2,1,1,3,2,1,1,2,2,1,1,1,1,1,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,1,0,0,0,0,1,0,NA,1,5,5,5,2,5,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4," "," ","5",3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,0,NA,0,0,NA,NA,NA,0,NA,0,NA,0,0,NA,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,NA,4,NA,NA,"Finnish Gambling Harms Survey 2017"
"571",3384,571,2,9,9,2,3,3,1,1,2,2,2,1,1,1,1,3,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,1,0,0,0,0,1,0,NA,1,5,5,9,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4," "," ","50",3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,0,NA,0,0,NA,NA,NA,0,NA,0,NA,0,0,NA,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,NA,1,NA,NA,"Finnish Gambling Harms Survey 2017"
"572",3384,572,3,3,1,3,4,3,3,1,4,2,3,3,3,1,2,3,7,5,6,7,7,7,5,7,7,7,7,7,6,7,7,7,7,7,1,1,0,0,0,0,0,0,NA,1,5,4,4,4,4,4,3,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"20"," "," ",3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,0,NA,0,0,NA,NA,NA,0,NA,0,NA,0,0,NA,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,NA,1,NA,NA,"Finnish Gambling Harms Survey 2017"
"573",3384,573,2,2,3,3,2,2,2,1,3,2,2,2,2,2,3,6,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,1,1,0,0,0,0,0,0,NA,1,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4," "," ","25",3,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,0,NA,0,0,NA,NA,NA,0,NA,0,NA,0,0,NA,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,NA,5,NA,NA,"Finnish Gambling Harms Survey 2017"
"574",3384,574,2,3,2,3,1,3,1,1,2,3,2,1,1,1,1,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,0,0,0,0,0,0,1,NA,1,5,5,5,5,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ","10",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,0,NA,0,0,NA,NA,NA,0,NA,0,NA,0,0,NA,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,NA,1,NA,NA,"Finnish Gambling Harms Survey 2017"
"575",3384,575,NA,NA,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,9,9,3,7,7,5,5,5,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," "," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,0,NA,0,0,NA,NA,NA,0,NA,0,NA,0,0,NA,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,NA,7,NA,NA,"Finnish Gambling Harms Survey 2017"
"576",3384,576,3,2,2,2,3,2,4,1,3,4,4,2,1,1,2,4,7,6,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,1,1,0,0,0,0,0,0,NA,1,2,2,3,2,4,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,"3"," "," ",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,0,NA,0,0,NA,NA,NA,0,NA,0,NA,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,NA,1,NA,NA,"Finnish Gambling Harms Survey 2017"
"577",3384,577,2,2,2,3,3,3,3,1,3,3,3,3,2,1,1,6,7,7,7,7,7,NA,6,7,7,7,7,7,7,6,NA,7,7,7,1,1,1,0,0,0,0,0,NA,1,2,3,5,4,5,NA,3,2,1,2,2,1,1,1,2,1,1,1,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4," "," ","50",2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,0,NA,0,0,NA,NA,NA,0,NA,0,NA,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,NA,1,NA,NA,"Finnish Gambling Harms Survey 2017"
"578",3384,578,2,2,1,1,2,2,1,1,2,2,2,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,1,0,0,0,1,NA,NA,4,4,3,1,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," "," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,0,NA,0,0,NA,NA,NA,0,NA,0,NA,0,0,NA,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,NA,1,NA,NA,"Finnish Gambling Harms Survey 2017"
"579",3384,579,3,3,1,1,4,3,1,1,2,2,2,1,1,1,1,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,1,0,0,0,0,0,0,NA,1,5,3,4,4,4,4,4,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"20"," "," ",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,0,NA,0,0,NA,NA,NA,0,NA,0,NA,0,0,NA,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,7,NA,NA,"Finnish Gambling Harms Survey 2017"
"580",3384,580,1,2,3,4,1,3,2,1,4,3,3,1,1,1,1,6,7,7,6,7,7,6,5,6,7,7,7,7,7,7,7,7,7,9,1,0,0,0,0,1,0,0,NA,1,3,3,4,4,3,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4," ","15"," ",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,0,NA,0,0,NA,NA,NA,0,NA,0,NA,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,NA,1,NA,NA,"Finnish Gambling Harms Survey 2017"
"581",3384,581,2,3,1,2,3,3,1,1,3,2,2,1,1,9,9,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," "," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,0,NA,0,0,NA,NA,NA,0,NA,0,NA,0,0,NA,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,5,NA,NA,"Finnish Gambling Harms Survey 2017"
"582",3384,582,1,1,2,2,2,1,2,2,2,2,2,3,3,1,1,5,6,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,0,0,0,0,0,0,NA,1,4,4,4,2,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4," ","25"," ",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,0,NA,0,0,NA,NA,NA,0,NA,0,NA,0,0,NA,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA,2,NA,NA,"Finnish Gambling Harms Survey 2017"
"583",3384,583,2,2,3,3,3,3,1,1,3,3,3,1,2,1,1,3,7,2,7,6,7,7,6,7,7,7,7,7,7,7,7,7,7,7,1,1,0,0,0,0,0,0,NA,1,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4," "," ","300",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,0,NA,0,0,NA,NA,NA,0,NA,0,NA,0,0,NA,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,1,NA,NA,"Finnish Gambling Harms Survey 2017"
"584",3384,584,3,2,2,1,2,3,1,1,2,2,2,1,1,1,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,0,0,0,0,0,1,0,NA,NA,5,5,2,2,3,3,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4," "," "," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,0,NA,0,0,NA,NA,NA,0,NA,0,NA,0,0,NA,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,NA,7,NA,NA,"Finnish Gambling Harms Survey 2017"
"585",3384,585,1,2,1,1,2,1,1,1,1,2,2,1,2,1,1,6,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,1,1,0,0,0,0,0,0,NA,1,3,4,3,2,4,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4," ","10"," ",3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,1,0,NA,0,0,NA,0,NA,0,0,NA,NA,NA,0,NA,0,NA,0,0,NA,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA,1,NA,NA,"Finnish Gambling Harms Survey 2017"
"586",3384,586,3,2,1,3,3,2,3,1,2,3,9,2,1,2,1,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,0,0,0,1,1,0,0,NA,1,1,1,4,3,3,3,3,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"8"," "," ",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,0,NA,0,0,NA,NA,NA,0,NA,0,NA,0,0,NA,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,NA,7,NA,NA,"Finnish Gambling Harms Survey 2017"
"587",3384,587,2,2,9,3,9,9,1,2,3,9,9,9,1,1,1,5,7,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,1,0,0,1,0,0,0,NA,1,1,1,1,1,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"1,5","3,5","17,5",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,0,NA,0,0,NA,NA,NA,0,NA,0,NA,0,0,NA,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,1,NA,NA,"Finnish Gambling Harms Survey 2017"
"588",3384,588,2,2,3,3,3,2,3,1,3,2,2,1,2,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,1,0,0,0,1,0,0,0,NA,1,3,3,4,3,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4," "," ","96",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,0,NA,0,0,NA,NA,NA,0,NA,0,NA,0,0,NA,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA,2,NA,NA,"Finnish Gambling Harms Survey 2017"
